video_id,timestamp,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
1100011003.avi,0.0,0.6186031699180603,0.37304842472076416,0.21290463209152222,0.4490111768245697,0.1414373368024826,0.0,0.09280736744403839,0.23007088899612427,0.0,0.08116979151964188,0.23652881383895874,0.5050216913223267,0.5119404196739197,0.0,0.723388671875,0.48999255895614624,0.7762860655784607,0.1574697047472,0.2738519608974457,0.06750673055648804
1100011003.avi,1.0,0.6232768595218658,0.44950050115585327,0.1856701672077179,0.3899473249912262,0.13848424702882767,0.0,0.09525654837489128,0.19959207624197006,0.0,0.07782740518450737,0.18839181214571,0.4661889225244522,0.5288245677947998,0.0,0.6653120815753937,0.4101165682077408,0.7960297167301178,0.1933448687195778,0.40074388682842255,0.07016575708985329
1100011003.avi,2.0,0.6280052661895752,0.44438474376996356,0.15952876706918082,0.37932781378428143,0.15010346472263336,0.0,0.12199773142735164,0.1750031759341558,0.0,0.07080067445834477,0.1863840421040853,0.409550279378891,0.5508753259976705,0.3333333333333333,0.6684415141741434,0.3741672933101654,0.8428820768992106,0.21235581735769907,0.39853150645891827,0.20696194221576056
1100011003.avi,3.0,0.672970175743103,0.5002979536851248,0.13501826425393423,0.3343496024608612,0.16390739878018698,0.0,0.1232201059659322,0.22986404597759247,0.3333333333333333,0.07049307475487392,0.18108060956001282,0.46714507540067035,0.5754427909851074,0.3333333333333333,0.6663586298624674,0.3482606112957001,0.720297118028005,0.2408514767885208,0.4040579895178477,0.2271527573466301
1100011003.avi,4.0,0.7058682441711426,0.46118515729904175,0.13403291503588358,0.34758278727531433,0.1659913162390391,0.0,0.12352700034777324,0.3912322223186493,0.3333333333333333,0.06418844933311145,0.18221022685368857,0.4921554923057556,0.5831217368443807,0.3333333333333333,0.6592788100242615,0.38376935323079425,0.6721855600674947,0.23597518603006998,0.27371073762575787,0.22970722864071527
1100011003.avi,5.0,0.7363656759262085,0.46034984787305194,0.1412780781586965,0.30266161262989044,0.1606398324171702,0.0,0.13425522049268088,0.507296065489451,0.6666666666666666,0.0734691930313905,0.21353782713413239,0.5135095715522766,0.5671120087305704,0.0,0.6501500805219015,0.400102178255717,0.4611591398715973,0.249094287554423,0.3309912184874217,0.18015589068333307
1100011003.avi,6.0,0.756450355052948,0.43480613827705383,0.1685831000407537,0.3036453078190486,0.15452674527963003,0.0,0.1324701930085818,0.4577203392982483,0.3333333333333333,0.06620753183960915,0.2174323946237564,0.5056736866633097,0.5633296171824137,0.0,0.6237061421076456,0.37858880559603375,0.5658943553765615,0.29544006288051605,0.30582195520401,0.16497500985860825
1100011003.avi,7.0,0.7592849930127462,0.4015125632286072,0.19864331185817719,0.2624286115169525,0.17843254407246908,0.0,0.1557437131802241,0.49109045664469403,0.3333333333333333,0.09410615513722102,0.2532885670661926,0.5282353560129801,0.5781695246696472,0.0,0.6424875855445862,0.40201502044995624,0.6488298078378042,0.2793761243422826,0.45468636353810626,0.2620640645424525
1100011003.avi,8.0,0.7562937339146932,0.38922491669654846,0.2122422605752945,0.3095571647087733,0.1715096781651179,0.0,0.12074274569749832,0.3478810029725234,0.0,0.099732905626297,0.22255281607309976,0.6040336092313131,0.5782108704249064,0.0,0.638817032178243,0.41135921080907184,0.863023022810618,0.26072419186433154,0.3633930484453837,0.1749375065167745
1100011003.avi,9.0,0.7091397444407145,0.3793412248293559,0.19067996243635812,0.3203948587179184,0.17411072055498758,0.0,0.122920128206412,0.4805184242626031,0.0,0.12364392479260762,0.2430980404218038,0.4694519539674123,0.5902201533317566,0.0,0.6549111008644104,0.4373531440893809,0.9273269971211752,0.19946091373761496,0.3871873120466868,0.16747783248623213
1100011004.avi,0.0,0.6862449049949646,0.49954426288604736,0.19776096940040588,0.447176069021225,0.15742702782154083,0.0,0.09753839671611786,0.7776092886924744,0.0,0.055358149111270905,0.2596311569213867,0.43755459785461426,0.5825006365776062,0.0,0.6433325409889221,0.3822944760322571,0.7613371014595032,0.15436126291751862,0.4025844931602478,0.050801221281290054
1100011004.avi,1.0,0.6679332256317139,0.41467076539993286,0.2118016481399536,0.4330723434686661,0.14751939475536346,0.0,0.15926439315080643,0.4251439683139324,0.0,0.04440082423388958,0.20408350974321365,0.36234016716480255,0.5018548220396042,0.0,0.64007368683815,0.3507794141769409,0.781950443983078,0.19245793670415878,0.42735932767391205,0.2003383059054613
1100011004.avi,2.0,0.6704753041267395,0.4068737228711446,0.20336781442165375,0.40173955758412677,0.15837331612904867,0.0,0.13942277679840723,0.5344210341572762,0.0,0.052616436034440994,0.22092773020267487,0.47236189246177673,0.4826744298140208,0.0,0.6746406753857931,0.3092220425605774,0.6967309514681498,0.25326190888881683,0.3107424130042394,0.15836318209767342
1100011004.avi,3.0,0.6470736662546793,0.37121087312698364,0.238700732588768,0.36586496233940125,0.16493980586528778,0.0,0.15181857099135718,0.48600924760103226,0.0,0.06502170488238335,0.23470987379550934,0.5773049493630728,0.4339617391427358,0.0,0.697565495967865,0.21593830982844034,0.7431964675585429,0.3375062147776286,0.20274168252944946,0.17926505953073502
1100011004.avi,4.0,0.6766565839449564,0.42011013627052307,0.2346745878458023,0.36608173449834186,0.17814916869004568,0.0,0.10800611724456151,0.7312350670496622,0.0,0.0886292854944865,0.24388953546682993,0.6094035108884176,0.49674558639526367,0.0,0.6783229311307272,0.21592916051546732,0.6899814605712891,0.36855246623357135,0.16709911823272705,0.08192821219563484
1100011004.avi,5.0,0.6500834226608276,0.4170614381631215,0.23521195848782858,0.39865049719810486,0.1677407572666804,0.0,0.13368555903434753,0.6483710606892904,0.0,0.0750901885330677,0.2269486884276072,0.5099448760350546,0.5179956555366516,0.0,0.6635607282320658,0.2720367908477783,0.7513300180435181,0.33111025889714557,0.25534001489480335,0.20776465659340224
1100011004.avi,6.0,0.7100897828737894,0.43764882286389667,0.21308864653110504,0.4386835793654124,0.14250708868106207,0.0,0.12503398954868317,0.5076397607723871,0.0,0.05120245615641276,0.21422205368677774,0.41486142079035443,0.5635436177253723,0.0,0.669743001461029,0.3633695642153422,0.7208057244618734,0.2935951252778371,0.26254042983055115,0.19579321766893068
1100011004.avi,7.0,0.6802171667416891,0.4533025821050008,0.24558432400226593,0.45174601674079895,0.13541794071594873,0.0,0.1300085907181104,0.36236077050367993,0.0,0.03163679192463557,0.21411328514417013,0.4181664784749349,0.5497503678003947,0.0,0.7121665080388387,0.36562585830688477,0.8096477389335632,0.3322317103544871,0.26769575476646423,0.1981670930981636
1100011004.avi,8.0,0.7145624955495199,0.5027693112691244,0.25184571743011475,0.44057441751162213,0.1298819755514463,0.0,0.10160794357458751,0.49101803203423816,0.0,0.03723562632997831,0.20794114470481873,0.4537827968597412,0.5777371525764465,0.0,0.6919352610905966,0.3763095736503601,0.7596403360366821,0.3680908183256785,0.23943578203519186,0.0889546349644661
1100011004.avi,9.0,0.6999689141909281,0.47406189640363056,0.23650763928890228,0.40122848749160767,0.14666142563025156,0.0,0.14419983327388763,0.48333285252253216,0.0,0.04597523560126623,0.19641369581222534,0.4192761778831482,0.5689825018246969,0.0,0.6901512344678243,0.40018656849861145,0.6034563183784485,0.33684078852335614,0.34143874049186707,0.1902271235982577
1100011005.avi,0.0,0.7379744648933411,0.4518164098262787,0.16856494545936584,0.30585214495658875,0.23594294488430023,0.0,0.19493630528450012,0.8003376722335815,1.0,0.13946445286273956,0.27077972888946533,0.5630656480789185,0.4302119314670563,1.0,0.7456035017967224,0.07194584608078003,0.9738966226577759,0.6418838500976562,0.13613338768482208,0.3682043254375458
1100011005.avi,1.0,0.7267396152019501,0.46495264768600464,0.17330782115459442,0.38730648159980774,0.19968166947364807,0.0,0.1483648344874382,0.8775678873062134,0.5,0.10738097503781319,0.27983996272087097,0.4672093540430069,0.44462332129478455,0.5,0.698146641254425,0.08912572264671326,0.9566317796707153,0.6731643080711365,0.17552154511213303,0.23710564896464348
1100011005.avi,2.0,0.7141222953796387,0.508730391661326,0.16641390323638916,0.4021059175332387,0.18314722180366516,0.0,0.13088286171356836,0.8249658544858297,0.3333333333333333,0.09227083126703899,0.2668820818265279,0.4944542944431305,0.478133221467336,0.3333333333333333,0.7242505749066671,0.12340233723322551,0.9654246171315511,0.6675295829772949,0.15009715408086777,0.19264362255732217
1100011005.avi,3.0,0.7021550933519999,0.5574219127496084,0.19850362340609232,0.4664451479911804,0.1662141482035319,0.0,0.09607136249542236,0.8865598440170288,0.0,0.07161911576986313,0.2809910575548808,0.48078927397727966,0.4828997850418091,0.0,0.7106524705886841,0.14315032958984375,0.9434290130933126,0.6354715824127197,0.151650570333004,0.09535712997118632
1100011005.avi,4.0,0.6595811645189921,0.509104867776235,0.181186114748319,0.40675151348114014,0.18712766468524933,0.0,0.1551291694243749,0.721687376499176,0.3333333333333333,0.09479864935080211,0.3071364065011342,0.5563534299532572,0.4598679741223653,0.3333333333333333,0.7347472906112671,0.15269343554973602,0.9606626033782959,0.49667038520177204,0.12976428618033728,0.21222983052333197
1100011005.avi,5.0,0.6550450921058655,0.4328255852063497,0.1909195383389791,0.4029589494069417,0.2126401166121165,0.0,0.19717348863681158,0.7654918630917867,0.6666666666666666,0.12348433583974838,0.3527134160200755,0.6016107400258383,0.4045985738436381,0.6666666666666666,0.6692261894543966,0.1335245023171107,0.9575164318084717,0.3954902986685435,0.1386459320783615,0.33345769842465717
1100011005.avi,6.0,0.6621910134951273,0.38573648532231647,0.15679088731606802,0.38484987616539,0.2085679272810618,0.0,0.2009250372648239,0.7058306137720743,0.6666666666666666,0.11279332886139552,0.3606196939945221,0.6154020627339681,0.45098941524823505,0.6666666666666666,0.6798803607622782,0.2390813579161962,0.8546828826268514,0.36918044090270996,0.17561036348342896,0.3282966489593188
1100011005.avi,7.0,0.7322585582733154,0.3964092433452606,0.19976268212000528,0.40615060925483704,0.20140362779299417,0.0,0.18323774139086405,0.8637686570485433,0.3333333333333333,0.08736784507830937,0.31400324900945026,0.6439257661501566,0.5102990865707397,0.3333333333333333,0.6524691383043925,0.24576480189959207,0.81104576587677,0.46978964408238727,0.16536465038855871,0.3112065866589546
1100011005.avi,8.0,0.732245663801829,0.43707557519276935,0.2120601087808609,0.3852476477622986,0.17926742633183798,0.0,0.14033938695987067,0.6585739801327387,0.0,0.06757200509309769,0.2751261591911316,0.6276426315307617,0.5616942445437113,0.0,0.708441694577535,0.34459097186724347,0.7490931153297424,0.44567133982976276,0.21695203830798468,0.1815195307135582
1100011005.avi,9.0,0.749467929204305,0.40276045600573224,0.1994838739434878,0.4071825444698334,0.16707960764567056,0.0,0.13878721247116724,0.44718650976816815,0.3333333333333333,0.07438962161540985,0.2351644535859426,0.5648259421189626,0.5374514857927958,0.0,0.6723905007044474,0.2831919987996419,0.8748490413029989,0.4189388155937195,0.21596013754606247,0.1844416707754135
1100011006.avi,0.0,0.48750683665275574,0.18059898912906647,0.2157430201768875,0.26441076397895813,0.5816164016723633,0.0,0.4369910657405853,0.33394885063171387,0.0,0.8549863696098328,0.7236781120300293,0.2501750886440277,0.5043748617172241,1.0,0.3427119255065918,0.06181459128856659,0.9962145686149597,0.4922380745410919,0.060357965528964996,0.6588626503944397
1100011006.avi,1.0,0.5974785536527634,0.33407438546419144,0.17068929970264435,0.2393103539943695,0.6855324506759644,0.5,0.45360755920410156,0.31339526176452637,0.0,0.8361283838748932,0.6243922412395477,0.4117979556322098,0.5044534504413605,1.0,0.35741427540779114,0.10257488489151001,0.9954725205898285,0.4964679032564163,0.06409323960542679,0.7557771503925323
1100011006.avi,2.0,0.6189306477705637,0.3391350160042445,0.18075491984685263,0.23561892906824747,0.5521694719791412,0.3333333333333333,0.411891241868337,0.5199030041694641,0.0,0.6248687356710434,0.5259200036525726,0.4285399615764618,0.4624794324239095,1.0,0.4345583915710449,0.08612603073318799,0.9932184219360352,0.5728918015956879,0.14411819477876028,0.6736118594805399
1100011006.avi,3.0,0.6436766982078552,0.4017975529034932,0.1832970678806305,0.22792913019657135,0.4834180474281311,0.3333333333333333,0.3620072801907857,0.5953981479008993,0.0,0.46344729761282605,0.3927619457244873,0.5379001299540201,0.4466388324896495,1.0,0.479150394598643,0.08902881915370624,0.9831986427307129,0.6780054569244385,0.1397607239584128,0.6832815408706665
1100011006.avi,4.0,0.6110342542330424,0.343641738096873,0.2393146206935247,0.24478418131669363,0.32677743832270306,0.0,0.3575945198535919,0.6422268350919088,0.0,0.3381558706363042,0.3191405733426412,0.44415316979090375,0.409363329410553,1.0,0.5252209305763245,0.08300931130846341,0.9813119967778524,0.6747696697711945,0.1782204049328963,0.6505757371584574
1100011006.avi,5.0,0.5527551074822744,0.33265427748362225,0.29978301624457043,0.24523544808228812,0.40317051609357196,0.3333333333333333,0.45717854301134747,0.5911117792129517,0.0,0.395842581987381,0.33145949244499207,0.3890134592851003,0.4007433255513509,1.0,0.47396435340245563,0.10756898174683253,0.9849963982899984,0.5818519393603007,0.18022998546560606,0.7837249437967936
1100011006.avi,6.0,0.5910829603672028,0.3365477720896403,0.2499388058980306,0.2745334506034851,0.3349309017260869,0.3333333333333333,0.3988204871614774,0.41162864429255325,0.0,0.29278139645854634,0.2783222248156865,0.3481471836566925,0.40009328722953796,0.6666666666666666,0.5142542521158854,0.1657142142454783,0.9682750900586446,0.5160247286160787,0.3213767558336258,0.6239078193902969
1100011006.avi,7.0,0.5972764591375986,0.35867225130399066,0.23709956804911295,0.27236343423525494,0.33298060794671375,0.3333333333333333,0.352703757584095,0.5425610349824032,0.0,0.21047687406341234,0.29315313200155896,0.40696946779886883,0.39702088634173077,0.6666666666666666,0.5257005294164022,0.15988415231307349,0.9658621748288473,0.6309079825878143,0.37601139148076373,0.5247874110937119
1100011006.avi,8.0,0.5801404813925425,0.3116674969593684,0.2318132519721985,0.26650968690713245,0.3087072819471359,0.0,0.287727711101373,0.5790704693645239,0.0,0.20029869551459947,0.30953893562157947,0.505047212044398,0.41174793243408203,0.6666666666666666,0.5570751428604126,0.14047027379274368,0.9643626610438029,0.7519254287083944,0.3559863865375519,0.5296869724988937
1100011006.avi,9.0,0.590595136086146,0.32477348546187085,0.27480850120385486,0.26795023183027905,0.31349065403143567,0.0,0.3018181671698888,0.6318835963805517,0.0,0.21063429613908133,0.3603283166885376,0.48984724283218384,0.42964988946914673,0.6666666666666666,0.5742774605751038,0.1360465014974276,0.9321332971254984,0.7717095613479614,0.3137739102045695,0.5087799727916718
1100011007.avi,0.0,0.7013691663742065,0.5381705164909363,0.23789165914058685,0.35795170068740845,0.17052426934242249,0.0,0.3042091131210327,0.4426437318325043,0.0,0.1695781648159027,0.37519580125808716,0.46930068731307983,0.5507329106330872,1.0,0.6062736511230469,0.07531905174255371,0.7979890704154968,0.60162752866745,0.04008486121892929,0.31961536407470703
1100011007.avi,1.0,0.7422040402889252,0.5097370147705078,0.18856074661016464,0.37348008155822754,0.15261372923851013,0.0,0.21428005024790764,0.42573782801628113,0.5,0.16037993133068085,0.39868880808353424,0.5493937730789185,0.46398043632507324,0.5,0.655733197927475,0.08314456045627594,0.8960064649581909,0.7145742475986481,0.05880459025502205,0.23644665628671646
1100011007.avi,2.0,0.6965246399243673,0.4500013291835785,0.20928174753983816,0.3199191391468048,0.26390621066093445,0.0,0.2690570925672849,0.2903916463255882,0.3333333333333333,0.22335405151049295,0.42172462741533917,0.5836758613586426,0.48920265833536786,0.3333333333333333,0.6298121611277262,0.11902780334154765,0.8338939348856608,0.5802872975667318,0.13115779807170233,0.3511209736267726
1100011007.avi,3.0,0.7249178290367126,0.39289772510528564,0.1991383284330368,0.3201922078927358,0.2564227283000946,0.0,0.23525662471850714,0.2818150346477826,0.6666666666666666,0.24234077831109366,0.41609684626261395,0.6229109366734823,0.4358484248320262,0.0,0.6201861699422201,0.11793847878774007,0.899532695611318,0.6404274503389994,0.1355229951441288,0.29038843512535095
1100011007.avi,4.0,0.6774962147076925,0.39038434624671936,0.18686465173959732,0.3328503171602885,0.2998904784520467,0.0,0.26791265110174817,0.40195585538943607,0.3333333333333333,0.24937309324741364,0.40693862239519757,0.5420877039432526,0.43280018369356793,0.0,0.5937408208847046,0.12111093352238338,0.8965881864229838,0.5766065915425619,0.1469904196759065,0.2784041538834572
1100011007.avi,5.0,0.7022890249888102,0.4463897943496704,0.17575362573067346,0.3713510533173879,0.21083997686704,0.0,0.2628435244162877,0.46598300834496814,0.3333333333333333,0.20410377283891043,0.379213680823644,0.5599511563777924,0.44219685594240826,0.0,0.6052823265393575,0.10478810717662175,0.9488610823949178,0.5752793649832407,0.10113401835163434,0.2325796658794085
1100011007.avi,6.0,0.715089738368988,0.5198762317498525,0.18022609502077103,0.36638912558555603,0.21665331224600473,0.0,0.2947387496630351,0.48201487958431244,0.0,0.1686025137702624,0.4186303913593292,0.5126745502154032,0.49220897754033405,0.3333333333333333,0.6337748567263285,0.11253243188063304,0.9434191385904948,0.3965297242005666,0.1566677913069725,0.32884596039851505
1100011007.avi,7.0,0.756962239742279,0.5673908789952596,0.2798697501420975,0.3741431434949239,0.19277273615201315,0.0,0.2722554604212443,0.5087911536296209,0.0,0.15066964427630106,0.39697500069936115,0.5798162718613943,0.5539288719495138,0.3333333333333333,0.6284223596254984,0.12182242920001347,0.9410030444463094,0.30549223224322003,0.14551725735267004,0.3083850182592869
1100011007.avi,8.0,0.771675189336141,0.5539535880088806,0.2714223613341649,0.377652774254481,0.19394526878992716,0.0,0.2611359457174937,0.7485463817914327,0.0,0.14243347942829132,0.4239905575911204,0.5746086140473684,0.5441949168841044,0.6666666666666666,0.6653891603151957,0.10755234708388646,0.9840720295906067,0.45542142788569134,0.16618829717238745,0.29274869337677956
1100011007.avi,9.0,0.6700600981712341,0.4553134540716807,0.24237980941931406,0.3343604455391566,0.2570644070704778,0.0,0.27147336800893146,0.6272722830375036,0.3333333333333333,0.1841119502981504,0.4447103937466939,0.6188859939575195,0.6067531307538351,0.3333333333333333,0.6464057167371114,0.2379564493894577,0.8016605575879415,0.4450444181760152,0.2808609927694003,0.3068464534978072
1100011008.avi,0.0,0.7787400484085083,0.557375431060791,0.31868302822113037,0.39305418729782104,0.18801549077033997,0.0,0.24064917862415314,0.7336658239364624,1.0,0.07228744029998779,0.33486849069595337,0.5540506839752197,0.4205983281135559,1.0,0.6351279616355896,0.06280261278152466,0.9977819323539734,0.9283891916275024,0.09177100658416748,0.23656603693962097
1100011008.avi,1.0,0.7937276661396027,0.4639783352613449,0.33944113552570343,0.34963279962539673,0.1553780511021614,0.0,0.24607787281274796,0.6040124595165253,0.5,0.06839729845523834,0.36909274756908417,0.474175825715065,0.40126053988933563,0.5,0.6117419898509979,0.07841797173023224,0.9969455003738403,0.9197900295257568,0.057511335238814354,0.2583611011505127
1100011008.avi,2.0,0.7784081300099691,0.4006221095720927,0.3188408613204956,0.3228738009929657,0.1599210500717163,0.0,0.2505058099826177,0.5873040159543356,0.6666666666666666,0.0796028549472491,0.37862441937128705,0.4408353765805562,0.3991636534531911,0.3333333333333333,0.6351825396219889,0.10276363293329875,0.990591287612915,0.8693041602770487,0.055687436213095985,0.2974555989106496
1100011008.avi,3.0,0.7752262949943542,0.343877653280894,0.3212650914986928,0.28981592257817584,0.15081911782423654,0.0,0.24800880253314972,0.6194178660710653,0.6666666666666666,0.10353623082240422,0.4468892812728882,0.4069427251815796,0.40565099318822223,0.0,0.633928120136261,0.10679502288500468,0.9893057346343994,0.8245235880215963,0.03994312509894371,0.33584461609522503
1100011008.avi,4.0,0.7364651362101237,0.3769361972808838,0.29422663648923236,0.29614662130673725,0.16840112706025442,0.0,0.2503230422735214,0.75241086880366,1.0,0.12370486309130986,0.4490746061007182,0.4219389160474141,0.41681041320164997,0.0,0.6469916899998983,0.09891481200853984,0.9845442374547323,0.8078924020131429,0.06616269797086716,0.36924808224042255
1100011008.avi,5.0,0.7720569570859274,0.4192785720030467,0.32668839891751605,0.3207928041617076,0.16681246956189474,0.0,0.2724367032448451,0.816377321879069,1.0,0.11589925239483516,0.45034467180569965,0.4451874991257985,0.41831083099047345,0.3333333333333333,0.6630869507789612,0.07096822063128154,0.990946352481842,0.8554367423057556,0.07140574355920155,0.3445773820082347
1100011008.avi,6.0,0.7782594958941141,0.4190149207909902,0.2716924697160721,0.313385009765625,0.16925464570522308,0.0,0.26841706534226734,0.8183039029439291,1.0,0.09545217951138814,0.38669206698735553,0.47370071212450665,0.40613873799641925,0.6666666666666666,0.6701961755752563,0.0648282840847969,0.9893402059872946,0.8712646961212158,0.09679992000261943,0.3175179560979207
1100011008.avi,7.0,0.793442944685618,0.4511402448018392,0.241495614250501,0.32350753744443256,0.17719082534313202,0.0,0.22537567218144736,0.793043335278829,1.0,0.11891952653725942,0.3853943447271983,0.5266024669011434,0.4245058000087738,1.0,0.7052805423736572,0.07075447589159012,0.9767761826515198,0.8616373340288798,0.09428086876869202,0.22496691346168518
1100011008.avi,8.0,0.7526279091835022,0.45146165291468304,0.25360048313935596,0.29916151364644367,0.1738684872786204,0.0,0.21112526456514993,0.8176820476849874,0.6666666666666666,0.17758174985647202,0.3896901110808055,0.6332760055859884,0.44932294885317486,1.0,0.6885143717130026,0.0753693828980128,0.9731123447418213,0.8460140824317932,0.10469437887271245,0.3154410521189372
1100011008.avi,9.0,0.7175886631011963,0.47508567571640015,0.24473132689793906,0.3557857275009155,0.16684131820996603,0.0,0.21438722809155783,0.8328859408696493,0.3333333333333333,0.17428157726923624,0.39857034881909686,0.6562216679255167,0.49924422303835553,1.0,0.7302546302477518,0.07568690553307533,0.9645646810531616,0.8209707339604696,0.09351946165164311,0.3387651741504669
1100011009.avi,0.0,0.7700614929199219,0.42154672741889954,0.1550028920173645,0.32922282814979553,0.10141347348690033,0.0,0.17861928045749664,0.7792363166809082,0.0,0.08144654333591461,0.35309433937072754,0.4837605357170105,0.35780301690101624,0.0,0.43528681993484497,0.047357600182294846,0.9771478176116943,0.9030964970588684,0.037008028477430344,0.2132500261068344
1100011009.avi,1.0,0.7769444286823273,0.4800706058740616,0.21194376051425934,0.3245282620191574,0.10522892698645592,0.0,0.14187836647033691,0.5862249135971069,0.5,0.06153780035674572,0.3554585874080658,0.46804460883140564,0.3502647280693054,0.0,0.4813208281993866,0.05351058393716812,0.9859833419322968,0.9224897027015686,0.04523804597556591,0.13861238211393356
1100011009.avi,2.0,0.7459837992986044,0.48114801446596783,0.19937987128893533,0.33661962548891705,0.12805535147587457,0.0,0.20994213223457336,0.5418697496255239,0.6666666666666666,0.08873586232463519,0.3530392050743103,0.534616231918335,0.3667614261309306,0.0,0.5228219628334045,0.06876827279726665,0.9819390972455343,0.9046609997749329,0.0638134814798832,0.21347428858280182
1100011009.avi,3.0,0.7537088394165039,0.496461679538091,0.22739880283673605,0.3788321812947591,0.12420052041610082,0.0,0.18076358487208685,0.5112132728099823,1.0,0.07276640211542447,0.36496609449386597,0.5670326749483744,0.4043203890323639,0.0,0.558874269326528,0.08461516474684079,0.9875818689664205,0.9211410482724508,0.06144328725834688,0.16193649172782898
1100011009.avi,4.0,0.7307685017585754,0.48667853077252704,0.2092739293972651,0.3870525260766347,0.12063581496477127,0.0,0.18051293243964514,0.6724148492018381,1.0,0.06821794000764687,0.4034878611564636,0.5523505608240763,0.41143688559532166,0.3333333333333333,0.5580166180928549,0.09804282089074452,0.9867721199989319,0.9224293430646261,0.053201741228501,0.16209754844506583
1100011009.avi,5.0,0.737300455570221,0.5235157509644827,0.19319844742616019,0.41597506403923035,0.09352960189183553,0.0,0.09679979830980301,0.8427600661913554,0.6666666666666666,0.040179710214336715,0.43300920724868774,0.5020708243052164,0.42447136839230853,0.3333333333333333,0.542099396387736,0.10044607768456142,0.9947003324826559,0.9453781445821127,0.033649022380510964,0.06892997274796168
